Valor (UF),Dormitorios,Banos,sup. construida,sup. Terreno,estacion metro
7.41,1,1,27,,"1,030"
7.41,1,1,28.7,,411
7.41,1,1,29,,411
7.41,1,1,40,,592
7.41,1,1,35,,230
7.41,1,1,40,,"1,752"
7.41,1,1,29.5,,281
7.41,2,1,45,,"1,190"
7.41,1,1,32,,491
7.41,1,1,35,,313
7.41,1,1,30,,134
7.41,1,1,36,,275
7.42,1,1,28,,"1,057"
7.42,1,1,33,,255
7.42,3,1,59,,"425,910"
7.43,1,1,34,,222
7.43,1,1,35,,"64,008"
7.44,2,1,55,,"90,474"
7.44,1,1,27,,"598,091"
7.44,1,1,26,,608
7.44,1,1,24,,356
7.44,3,1,50,,"85,594"
7.44,2,1,74,,"3,682"
7.44,1,1,26,,608
7.44,1,1,35,,478
7.44,1,1,32,,478
7.44,2,1,47,,"420,531"
7.44,1,1,40,,592
7.45,1,1,40,,"1,643"
7.45,1,1,30,,252
7.45,1,1,30,,264
7.46,1,1,23,,627
7.47,1,1,35,,153
7.47,1,1,30,,"1,924"
7.47,1,1,34,,"1,643"
7.47,1,1,24,,493
7.47,1,1,30,,"1,934"
7.48,1,1,24,,493
7.48,1,1,30,,646
7.48,1,1,30,,415
7.48,1,1,30,,530
7.48,2,1,47,,"596,998"
7.48,1,1,30,,853
7.49,1,1,27,,295
7.49,1,1,31,,431
7.5,1,1,25,,386
7.5,1,1,21,,211
7.5,1,1,32,,"2,028"
7.51,2,1,60,,"597,275"
7.51,1,1,32,,143
7.51,1,1,30,,379
7.52,1,1,26,,608
7.52,1,1,22,,145
7.52,1,1,29,,72
7.52,1,1,30,,187
7.53,1,1,23,,414
7.53,1,1,29,,"1,323"
7.53,1,1,31,,"2,170"
7.58,1,1,25,,272
7.61,1,1,29,,"1,332"
7.61,1,1,30,,"1,643"
7.61,1,1,23,,256
148.27,6,4,280,,"388,542"
11.71,2,2,45,,"95,872"
7.61,1,1,36,,179
7.61,1,1,32,,719
7.61,1,1,31,,"1,021"
7.61,1,1,35,,"90,523"
7.61,1,1,45,,"2,181"
7.61,1,1,40,,396
7.61,1,1,30,,366
7.61,1,1,39,,547
7.61,1,1,28,,500
7.61,1,1,30,,"1,701"
7.61,1,1,30,,"1,924"
7.61,2,1,40,,"1,605"
7.61,1,1,30,,"93,046"
7.61,1,1,22,,336
7.61,1,1,25,,426
7.61,1,1,28,,442
7.61,1,1,27,,335
7.61,1,1,36,,"2,061"
7.61,1,1,35,,654
7.61,1,1,28,,273
7.62,1,1,30,,"1,018"
7.64,1,1,35,,"64,008"
7.64,1,1,30,,721
50.72,4,3,240,,"1,072,819"
7.64,1,1,28,,590
7.66,1,1,29,,624
7.66,1,1,30,,605
7.66,1,1,34,,"1,969"
7.66,1,1,30,,"1,006"
7.68,1,1,28,,366
7.69,1,1,27,,262
7.72,1,1,25,,342
7.73,1,1,43,,"1,004"
7.73,1,1,28,,412
7.73,1,1,33,,"1,020"
7.73,1,1,32,,590
7.73,1,1,48,,"422,337"
7.76,1,1,28.2,,319
7.76,1,1,35,,"1,057"
7.8,1,1,31.1,,"422,277"
7.8,1,1,30,,552
7.8,2,1,45,,710
7.8,1,1,27,,499
7.8,1,1,36,,968
7.8,1,1,55,,"428,640"
7.8,1,1,30,,320
7.8,1,1,30,,592
7.8,1,1,33,,"88,366"
7.8,2,1,60,,"425,906"
7.8,1,1,35,,"384,270"
7.8,2,1,40,,696
7.8,1,1,35,,"1,937"
7.8,1,1,30,,"2,047"
7.8,1,1,37,,968
7.8,1,1,35,,"3,459"
7.8,1,1,25,,968
7.8,1,1,32,,"64,412"
7.8,2,1,40,,"1,179"
7.8,1,1,40,,232
7.8,1,1,40,,202
7.8,1,1,38,,"1,924"
7.8,1,1,33,,383
7.8,1,1,35,,452
7.8,1,1,30,,299
7.8,2,2,65,,"424,325"
7.8,1,1,33,,"1,016"
7.8,1,1,36,,"1,900"
7.8,1,1,35,,359
7.8,1,1,35,,719
7.8,1,1,37,,755
7.8,1,1,31.5,,"1,598"
7.8,1,1,38,,505
7.8,3,1,52,,"421,385"
7.8,1,1,30,,968
7.8,1,1,30,,256
7.8,1,1,30,,"1,934"
7.8,1,1,46,,767
7.8,1,1,30,,"1,041"
7.8,1,1,40,,637
7.8,1,1,27,,449
7.8,1,1,32,,348
7.8,50,1,27,,638
7.8,1,1,30,,453
7.8,1,1,34,,279
7.8,1,1,30,,482
7.8,1,1,34,,473
7.8,1,1,27,,91
7.8,1,1,30,,438
7.8,1,1,35,,404
7.8,1,1,30,,452
7.8,1,1,25,,482
7.8,2,1,48,,"92,397"
7.8,1,1,30,,98
7.8,1,1,30,,419
7.8,2,1,45,,"2,949"
7.8,1,1,30,,540
7.8,1,1,27,,"88,027"
7.8,1,1,25,,243
7.8,2,1,70,,"84,699"
7.8,1,1,26,,747
7.8,1,1,34,,"1,754"
7.8,1,1,35,,"90,185"
8.19,3,1,45,,"60,841"
7.8,1,1,33,,"2,028"
7.8,1,1,30,,455
7.8,3,1,48,,"599,018"
7.8,3,1,50,,"224,617"
7.8,2,1,50,,453
7.8,1,1,43,,383
7.8,1,1,30,,331
7.8,1,1,45,,415
7.8,1,1,32,,376
7.8,1,1,30,,498
7.8,1,1,30,,"1,210"
7.8,1,1,30,,309
7.8,1,1,38,,243
7.8,1,1,30,,478
7.8,1,1,30,,605
7.8,1,1,35,,"420,546"
7.8,1,1,35,,411
7.8,1,1,34,,"89,595"
7.8,1,1,26,,116
7.8,1,1,26,,116
7.8,1,1,50,,"89,659"
7.8,1,1,40,,524
7.8,1,1,26,,67
7.8,2,1,45,,710
7.8,1,1,35,,473
7.8,1,1,37,,327
7.8,1,1,30,,"1,643"
7.8,1,1,50,,"421,385"
7.8,1,1,33,,401
7.8,3,1,57,,"1,594"
7.8,1,1,30,,"1,235"
7.8,1,1,30,,434
7.8,1,1,30,,434
7.8,1,1,30,,"1,038"
7.8,1,1,23,,895
7.8,1,1,34,,"1,288"
7.8,1,1,33,,506
7.8,1,1,30,,"1,577"
7.8,1,1,33,,453
7.8,1,1,30,,399
7.8,2,1,51,,"66,067"
7.8,1,1,30,,584
7.8,1,1,35,,500
7.8,1,1,34,,270
7.8,2,1,60,,97
7.8,1,1,46,,404
7.8,1,1,40,,"420,844"
7.8,1,1,32,,"1,210"
7.8,3,1,53,,"418,299"
7.8,1,1,25,,716
7.8,1,1,30,,"2,068"
7.8,1,1,40,,"89,684"
7.8,1,1,27,,276
7.8,1,1,30,,289
7.8,2,2,45,,"1,570"
7.8,1,1,30,,"1,486"
7.8,1,1,30,,404
7.81,1,1,36,,345
7.81,1,1,29,,"1,650"
7.81,1,1,33,,509
7.81,1,1,28,,"1,057"
7.81,3,2,65,,"8,057"
7.82,1,1,30,,555
7.82,1,1,29,,299
7.82,1,1,30,,419
7.82,1,1,31,,404
7.82,1,1,26,,747
7.82,1,1,34,,"91,229"
7.83,1,1,35,,592
7.83,1,1,30,,98
7.83,1,1,34,,279
7.83,1,1,56,,"78,617"
7.83,1,1,35,,99
7.83,1,1,25,,143
7.83,1,1,26,,293
7.83,1,1,30,,143
7.83,3,1,60,,462
7.83,1,1,32,,189
7.83,1,1,50,,571
7.83,1,1,29.5,,280
7.83,1,1,42,,441
7.83,1,1,26,,98
7.84,1,1,32,,491
7.84,1,1,25,,307
7.84,1,1,25,,368
7.84,1,1,35,,539
7.84,3,1,50,,"2,434"
7.84,2,1,56,,"1,194"
7.84,1,1,35,,"1,871"
7.84,1,1,35,,930
7.84,1,1,36,,409
7.84,1,1,40,,"64,489"
7.84,1,1,35,,654
7.85,1,1,35,,"1,009"
7.85,1,1,30,,"1,043"
7.85,1,1,35,,930
7.85,1,1,32,,402
7.85,1,1,35,,864
7.85,1,1,35,,734
7.85,1,1,32,,694
7.85,1,1,40,,334
7.85,1,1,27,,368
7.85,1,1,25,,353
7.85,11,1,40,,507
7.85,1,1,37,,419
7.86,1,1,26,,342
7.86,1,1,30,,"1,643"
7.86,1,1,32,,439
7.86,1,1,25,,434
7.86,1,1,38,,366
7.86,1,1,38,,366
7.86,1,1,28,,"92,966"
7.86,1,1,32,,537
7.86,3,2,60,,"221,615"
7.87,1,1,30,,411
7.87,1,1,32,,"3,255"
7.87,1,1,33,,253
7.87,3,1,55,,"89,263"
7.87,1,1,34,,"95,570"
7.87,1,1,36,,746
7.87,1,1,29,,382
7.87,1,1,35,,331
7.87,1,1,45,,706
7.88,1,1,30,,731
7.88,1,1,31,,72
7.88,1,1,33,,526
7.89,2,1,45,,"89,263"
7.89,2,1,40,,"7,043"
7.89,1,1,35,,317
7.89,1,1,24,,663
7.89,1,1,28,,818
7.89,1,1,30,,"1,924"
7.89,1,1,35,,441
7.9,1,1,40,,452
7.91,1,1,35,,"421,333"
7.91,1,1,30,,727
7.91,1,1,37,,968
7.91,1,1,30,,257
7.91,1,1,35,,222
7.91,1,1,30,,464
7.91,1,1,30,,"1,924"
7.91,1,1,21,,77
7.92,1,1,35,,411
7.92,1,1,30,,730
7.92,1,1,35,,320
7.92,1,1,37,,968
7.92,1,1,30,,730
7.92,1,1,25,,277
7.92,1,1,30,,"1,495"
7.92,2,1,40,,912
7.92,1,1,30,,72
7.92,1,1,34,,278
7.92,1,1,35,,307
7.92,1,1,30,,726
7.92,1,1,35,,317
7.92,1,1,35,,"421,333"
7.93,1,1,30,,730
7.93,1,1,27,,"88,027"
7.93,2,1,38,,932
7.93,1,1,35,,320
7.95,3,1,35,,"897,235"
7.98,1,1,36,,"896,925"
8,1,1,31,,239
8,3,1,40,,"64,025"
8,1,1,35,,"64,043"
8,1,1,33,,"1,643"
8,1,1,30,,324
8,1,1,32,,472
8,1,1,32,,472
8,3,2,46,,"63,906"
8,1,1,30,,"1,332"
8.03,1,1,22,,404
8.06,1,1,35,,858
8.13,1,1,34,,555
8.19,1,1,25,,403
8.19,1,1,28,,117
8.19,1,1,23,,363
8.19,1,1,32,,"1,643"
8.19,3,1,45,,"60,511"
8.19,2,1,45,,"64,041"
8.19,1,1,30,,"418,742"
8.19,2,1,36.3,,"1,924"
8.19,1,1,37,,386
8.19,1,1,32,,"1,289"
8.19,1,1,35,,"1,643"
8.19,1,1,34,,"422,974"
8.19,1,1,36,,404
8.19,1,1,33.3,,382
8.19,2,1,40,,"420,719"
8.19,1,1,26,,401
8.19,2,2,44,,"420,063"
8.19,1,1,40,,345
8.19,1,1,29,,"420,359"
8.19,1,1,36,,"420,500"
8.19,2,1,35,,545
8.19,1,1,25,,186
8.19,1,1,35,,209
8.19,1,1,35,,264
8.19,1,1,32,,232
8.19,1,1,38,,"597,725"
8.19,1,1,38,,"1,041"
8.19,1,1,33,,69
8.19,1,1,28,,264
8.19,1,1,30,,178
8.19,1,1,40,,592
8.19,1,1,35,,546
8.19,1,1,36,,222
8.19,1,1,35,,80
8.19,1,1,32,,"2,068"
8.19,1,1,22,,246
8.19,1,1,40,,212
8.19,1,1,40,,337
8.19,1,1,30,,434
8.19,1,1,30,,213
8.19,1,1,35,,194
8.19,2,1,35,,960
8.19,1,1,35,,496
8.19,1,1,28,,478
8.19,1,1,38,,704
8.19,2,1,48,,186
8.19,1,1,25.2,,495
8.19,1,1,30,,382
8.19,1,1,40,,318
8.19,2,1,57,,"597,708"
8.19,1,1,30,,"1,643"
8.19,1,1,32,,293
8.19,1,1,30,,370
8.19,1,1,35,,219
8.19,1,1,32,,646
8.19,1,1,35,,869
8.19,2,1,23,,"1,706"
8.19,2,1,75,,"224,080"
8.19,1,1,38,,253
8.19,1,1,30,,78
8.19,1,1,23,,363
8.19,1,1,26,,"422,305"
8.19,1,1,30,,257
8.19,3,1,60,,"225,768"
8.19,1,1,23,,317
8.19,1,1,30,,245
8.19,1,1,33,,814
8.19,1,1,35,,590
8.19,1,1,37,,637
8.19,2,2,50,,"92,509"
8.19,1,1,30,,434
8.19,3,1,47,,"7,007"
8.19,1,1,48,,"89,518"
8.19,1,1,45,,"64,306"
8.19,1,1,45,,"64,526"
8.19,1,1,36,,402
8.19,1,1,30.8,,602
8.19,1,1,28,,233
8.19,3,1,57,,"418,361"
8.19,1,1,30,,627
8.19,1,1,30,,319
8.19,1,1,35,,352
8.19,1,1,31,,218
8.19,1,1,50,,"64,073"
8.19,1,1,36,,"420,993"
33.95,3,3,140,,"17,244"
8.19,1,1,30,,370
8.19,1,1,33,,170
8.19,1,1,27,,80
8.19,1,1,30,,352
8.19,1,1,30,,"1,027"
8.19,1,1,33,,416
8.19,1,1,32,,404
8.19,1,1,34,,85
8.2,1,1,30,,"1,623"
8.2,1,1,30,,455
8.2,1,1,30,,605
8.2,1,1,30,,295
8.2,1,1,34,,509
8.21,1,1,26.4,,427
8.21,1,1,37.4,,418
8.21,1,1,30,,667
8.22,1,1,35,,213
8.22,1,1,35,,434
8.22,1,1,40,,678
8.22,1,1,40,,594
8.22,1,1,35,,755
8.23,1,1,30,,506
8.23,2,1,46,,"89,491"
8.23,1,1,30,,386
8.23,1,1,30,,555
8.23,1,1,33,,280
8.23,1,1,28,,"1,070"
8.24,1,1,31,,555
8.24,1,1,40,,"82,232"
8.24,1,1,30,,"1,072"
8.24,2,1,45,,721
8.24,1,1,35,,272
8.24,1,1,35,,471
8.24,1,1,40,,69
8.25,1,1,30,,291
8.25,1,1,30,,297
8.25,2,1,47,,"418,292"
8.25,1,1,33,,874
8.25,1,1,36,,"421,855"
8.25,1,1,30,,"1,038"
8.25,1,1,30,,546
8.25,1,1,31,,79
8.25,1,1,27,,"598,091"
8.25,1,1,30,,627
8.25,2,1,45,,"1,924"
8.25,1,1,40,,"2,181"
8.26,1,1,32,,493
8.26,1,1,36,,511
8.26,1,1,36,,218
8.26,1,1,28,,606
8.26,1,1,35,,"91,224"
8.26,1,1,30,,404
8.26,1,1,35,,895
8.26,1,1,34,,419
8.27,1,1,32,,319
8.27,1,1,33,,258
8.28,1,1,30,,584
8.28,1,1,30,,"2,100"
8.28,1,1,36,,67
8.28,1,1,33,,"1,074"
8.28,1,1,30,,"1,021"
8.28,1,1,33,,667
8.29,1,1,32,,255
8.29,1,1,23,,646
8.29,1,1,26.5,,342
34.72,3,3,140,,"10,678"
8.29,1,1,32,,493
8.3,1,1,31.4,,262
8.3,1,1,31.4,,262
8.3,1,1,31.4,,262
8.3,1,1,34,,968
8.3,1,1,28,,637
8.3,1,1,29,,411
8.3,1,1,35,,858
8.3,1,1,27,,433
8.32,1,1,40,,576
8.32,3,1,45,,"6,944"
8.32,1,1,32,,540
8.32,1,1,28,,637
8.32,1,1,32,,500
8.32,1,1,30,,555
8.32,1,1,30,,304
8.32,1,1,26,,482
8.32,1,1,30,,"88,298"
8.32,1,1,29.3,,358
8.32,1,1,35,,858
8.33,1,1,33,,"89,602"
8.33,1,1,32,,289
8.33,1,1,30,,95
8.33,1,1,35,,538
8.33,1,1,35,,858
8.33,2,1,64,,"92,509"
8.36,1,1,35,,414
8.39,1,1,28,,665
8.39,1,1,30,,968
8.39,1,1,30,,227
8.39,1,1,33,,470
8.39,1,1,30,,136
8.39,1,1,30,,478
8.39,1,1,34,,280
8.39,1,1,35,,910
8.39,1,1,31.3,,404
8.39,1,1,36,,202
8.39,1,1,40,,833
8.39,2,1,39,,513
8.39,1,1,33,,527
8.39,1,1,33,,537
8.39,3,1,50,,"418,440"
8.39,2,1,37,,"2,181"
8.41,1,1,32,,205
8.41,1,1,28,,968
8.42,1,1,28,,968
8.43,1,1,36,,"89,595"
8.43,1,1,32,,281
8.45,1,1,37,,"421,552"
8.46,1,1,31,,404
8.46,1,1,35.7,,405
8.47,1,1,44,,"421,385"
8.49,1,1,38,,264
8.49,1,1,29,,746
8.49,1,1,32.2,,262
8.5,1,1,38,,404
8.5,1,1,32,,217
8.5,1,1,31,,404
8.5,1,1,33,,472
8.5,1,1,35,,592
23.22,2,2,70,,"1,073,879"
8.51,1,1,32.2,,262
8.51,1,1,32.2,,262
8.52,1,1,32.3,,262
8.53,1,1,32,,419
8.53,1,1,33.3,,262
8.53,1,1,32.3,,262
8.58,2,1,50,,220
8.58,1,1,32,,143
8.58,1,1,30.7,,179
8.58,2,1,51.1,,"597,073"
8.58,1,1,35,,435
8.58,1,1,38,,478
8.58,1,1,34,,359
8.58,1,1,30,,257
8.58,2,1,50,,"419,956"
8.58,3,1,68,,"86,256"
8.58,1,1,29,,432
8.58,1,1,36,,"419,763"
8.58,1,1,48,,122
8.58,1,1,48,,122
8.58,1,1,48,,122
8.58,3,1,55,,"665,454"
8.58,1,1,33,,366
8.58,3,1,45,,"60,928"
8.58,1,1,22,,342
8.58,1,1,22,,342
8.58,1,1,30.5,,"390,377"
8.58,2,1,50,,"63,906"
8.58,1,1,22,,342
8.58,1,1,32,,159
8.58,1,1,25,,331
8.58,1,1,25,,250
8.58,1,1,30,,"1,210"
8.58,1,1,36,,405
8.58,1,1,43,,700
8.58,1,1,36,,737
8.58,1,1,37,,303
8.58,3,1,65,,"419,401"
8.58,1,1,28,,628
8.58,1,1,30,,210
8.58,2,1,40,,"1,038"
8.58,1,1,35,,228
8.58,2,1,55,,"1,090"
8.58,1,1,39,,395
8.58,1,1,35,,453
8.58,1,1,34,,527
8.58,1,1,34,,527
8.58,3,1,55,,"7,117"
8.58,3,1,40,,"86,395"
8.58,1,1,28,,813
8.58,1,1,38,,98
8.58,1,1,45,,"389,537"
8.58,1,1,50,,404
8.58,1,1,30,,627
8.58,1,1,31,,75
8.58,1,1,32,,425
8.58,1,1,35,,341
8.58,1,1,36,,967
8.58,1,1,30,,208
8.58,1,1,30,,546
8.58,1,1,30,,"94,352"
8.58,2,2,67,,"597,566"
8.58,2,1,44,,"1,259"
8.58,1,1,30,,348
8.58,1,1,35,,871
8.58,1,1,34,,350
8.58,3,1,45,,"7,007"
8.58,1,1,31,,529
8.58,1,1,30.8,,179
8.58,1,1,30.8,,179
8.58,1,1,40,,300
8.58,1,1,30,,257
8.58,1,1,45,,179
8.58,1,1,47,,671
8.58,1,1,32,,179
8.58,2,1,35,,131
8.58,1,1,30,,383
8.58,1,1,39,,289
8.58,2,1,42,,231
8.58,1,1,38,,664
8.58,1,1,35,,387
8.58,1,1,35,,382
8.58,1,1,30,,637
8.58,1,1,38,,"422,183"
8.58,1,1,30,,128
25.75,3,3,131,,"9,017"
8.58,1,1,30,,39
8.58,1,1,33,,327
8.58,2,1,47,,"421,664"
8.58,1,1,45,,339
8.58,1,1,37,,503
8.58,1,1,34,,527
8.58,1,1,33,,179
8.58,2,1,39,,"2,181"
8.58,2,1,45,,"1,293"
8.58,2,1,50,,220
8.58,3,2,67,,"82,712"
8.58,1,1,46,,76
8.58,1,1,29,,"1,201"
8.58,1,1,40,,328
8.58,1,1,38,,"2,215"
8.58,1,1,24,,390
8.58,1,1,35,,"1,844"
8.58,1,1,38,,"422,475"
8.58,1,1,46,,968
8.58,1,1,35,,"597,490"
8.58,3,1,52,,"3,475"
8.58,1,1,46,,531
8.58,1,1,35,,552
8.58,1,1,40,,879
8.58,1,1,35,,202
8.58,1,1,38,,"1,041"
8.58,1,1,38,,"422,475"
8.58,1,1,33,,413
8.58,1,1,33,,"91,239"
8.58,3,1,50,,"60,787"
8.58,2,1,46,,"426,931"
8.58,2,2,67,,"597,564"
8.58,1,1,31,,526
8.58,1,1,32,,331
8.58,1,1,30,,"1,210"
8.58,1,1,29,,"1,210"
8.58,1,1,42,,"1,947"
8.58,1,1,35,,555
8.58,1,1,33,,"91,239"
8.58,3,1,70,,"224,080"
8.58,2,2,78,,"63,845"
8.58,1,1,25,,478
8.58,1,1,32,,317
8.58,1,1,40,,382
8.58,1,1,27,,143
8.58,1,1,31,,932
8.58,1,1,32,,179
8.58,1,1,25,,895
8.58,1,1,30,,"1,210"
8.58,1,1,35,,159
8.58,1,1,36,,289
8.58,1,1,40,,371
8.59,3,2,63,,"425,910"
8.59,2,2,50,,"89,263"
8.59,1,1,30,,128
8.59,1,1,34,,"1,890"
8.59,1,1,27,,276
8.6,1,1,30,,381
8.6,1,1,30,,404
8.6,2,1,46,,"421,625"
8.6,2,1,48,,960
8.6,2,2,48,,"1,089"
8.6,1,1,50,,509
8.6,1,1,40,,267
8.6,1,1,35,,295
8.61,1,1,45,,533
8.61,1,1,32,,210
8.61,1,1,43,,468
8.62,1,1,35,,529
8.62,1,1,39,,"1,041"
8.62,1,1,36,,968
8.62,3,1,60,,866
8.62,2,1,60,,"895,181"
8.62,1,1,33,,496
8.62,1,1,27,,505
8.62,1,1,32,,"92,644"
8.62,1,1,36,,109
8.62,1,1,40,,694
8.62,1,1,38,,471
8.62,2,1,51,,"1,273"
8.63,2,1,64,,"77,108"
8.63,1,1,40,,196
8.63,1,1,30,,301
8.63,1,1,30,,"1,210"
8.63,2,1,47,,"88,371"
8.63,1,1,26,,747
8.63,1,1,38,,917
8.63,1,1,23,,363
8.63,1,1,30,,"1,041"
8.63,1,1,55,,189
8.63,1,1,38,,411
8.63,1,1,29.7,,419
8.63,1,1,38,,123
8.64,1,1,30,,366
8.64,1,1,30,,501
8.64,1,1,30,,"1,643"
8.64,2,1,60,,"78,005"
8.64,1,1,35,,909
8.64,2,1,44,,"88,458"
8.64,1,1,38,,297
8.64,1,1,34,,122
8.64,1,1,32,,"1,320"
8.64,2,1,45,,"1,143"
8.64,1,1,36,,398
8.64,1,1,36,,842
8.65,1,1,30,,278
8.65,1,1,28,,542
8.65,1,1,35,,257
8.65,1,1,30,,427
8.65,1,1,27,,337
8.65,1,1,30,,392
8.65,1,1,30,,312
8.65,1,1,31,,230
8.65,2,1,39.3,,"1,279"
8.65,1,1,31,,419
8.65,1,1,33,,296
8.66,1,1,35,,309
8.66,1,1,35,,667
8.66,3,1,55,,452
8.66,1,1,30,,"2,100"
8.66,1,1,34,,869
8.66,1,1,31,,"597,692"
15.22,2,2,90,,"94,220"
8.66,1,1,40,,487
8.66,1,1,35,,"739,317"
8.66,2,1,40,,"2,028"
8.66,3,1,45,,"64,130"
8.66,1,1,34,,303
8.66,1,1,32,,367
8.67,1,1,33,,779
8.67,4,2,80,,"85,340"
8.67,1,1,30,,297
8.67,1,1,35,,34
8.68,1,1,28,,542
8.68,1,1,30,,506
8.68,1,1,30,,395
8.68,2,1,42,,"84,552"
8.7,1,1,30,,478
8.7,1,1,35,,356
8.7,1,1,30,,411
8.71,1,1,34,,363
8.71,1,1,35,,756
8.71,1,1,50,,253
8.71,1,1,25,,"1,057"
8.71,3,2,70,,"433,973"
8.71,2,2,48,,"94,895"
8.71,1,1,32,,"1,643"
8.71,3,1,50,,694
8.71,3,1,50,,"7,102"
8.71,2,1,65,,"2,391"
8.72,1,1,65,,384
10.93,2,2,68,,"422,106"
8.72,1,1,34,,547
8.72,1,1,35,,486
36.29,3,3,159,,"8,352"
8.72,1,1,25,,530
8.72,1,1,32,,414
8.72,1,1,30,,689
8.72,1,1,30,,315
8.72,1,1,31,,917
8.72,1,1,30,,779
8.72,1,1,38,,136
8.73,1,1,30,,674
8.74,1,1,35,,462
8.74,1,1,35,,468
8.77,1,1,33.2,,262
8.77,1,1,33.2,,262
8.78,2,1,39,,730
8.78,2,1,43,,51
8.78,2,1,45,,741
8.78,1,1,40,,278
8.78,1,1,32.4,,824
8.78,1,1,35,,871
8.78,1,1,23,,667
8.78,1,1,33,,316
8.78,1,1,40,,101
8.78,1,1,27,,143
8.78,1,1,37,,"421,902"
8.78,1,1,34,,240
8.78,1,1,36,,61
8.78,1,1,35,,"91,595"
8.78,1,1,35,,281
8.78,1,1,30,,592
8.78,1,1,29,,"422,055"
8.78,1,1,48,,486
8.78,1,1,35,,404
8.78,1,1,36,,"1,036"
8.78,1,1,33,,556
8.78,1,1,35,,462
8.8,1,1,65,,520
8.81,1,1,36,,"1,111"
8.81,1,1,35,,"91,207"
8.82,1,1,36,,"1,111"
8.82,1,1,33,,"422,962"
8.82,1,1,38,,366
8.83,1,1,36,,278
8.85,1,1,33,,556
8.85,1,1,30,,253
8.85,1,1,30,,352
8.9,1,1,30,,425
8.9,1,1,28,,267
8.91,1,1,30,,654
8.91,1,1,32,,628
8.91,1,1,32,,451
8.92,1,1,35,,331
8.92,1,1,30,,646
8.92,1,1,33,,556
8.95,1,1,35,,462
8.96,1,1,30,,578
8.97,1,1,30,,63
8.97,1,1,30,,596
8.97,3,1,55,,"7,943"
8.97,2,1,46,,"83,728"
8.97,1,1,30,,147
8.97,1,1,35,,204
8.97,2,1,60,,"1,934"
8.97,2,1,43,,"1,278"
8.97,1,1,32.2,,416
8.97,2,2,55,,"63,906"
8.97,1,1,35,,367
8.97,1,1,36,,442
8.97,2,1,40,,"1,934"
8.97,1,1,38,,"421,940"
8.97,1,1,29,,412
8.97,2,1,47,,640
8.97,1,1,38,,"417,728"
8.97,2,1,50,,"422,184"
8.97,2,1,65,,"88,332"
8.97,3,1,40,,"63,906"
8.97,2,2,44,,"420,067"
8.97,2,1,48,,"597,182"
8.97,3,1,50,,"5,025"
8.97,3,2,52,,"59,783"
8.97,2,1,50,,"420,422"
8.97,2,1,53,,"421,470"
8.97,2,2,62,,"89,595"
8.97,1,1,30,,342
8.97,1,1,34,,178
8.97,2,1,60,,402
8.97,1,1,35,,357
8.97,1,1,35,,"1,332"
8.97,2,1,46,,"596,101"
8.97,1,1,30,,419
8.97,1,1,35.3,,577
8.97,1,1,30,,382
8.97,1,1,35,,"90,359"
8.97,1,1,38,,"421,146"
8.97,1,1,36,,206
8.97,2,1,50,,358
8.97,1,1,34,,409
8.97,1,1,37,,143
8.97,1,1,38,,"421,106"
8.97,1,1,34,,122
8.97,1,1,45,,368
8.97,1,1,47.9,,"597,708"
8.97,1,1,35,,"423,067"
8.97,3,2,70,,"227,605"
8.97,3,1,48,,"7,943"
8.97,1,1,33.8,,122
8.97,1,1,44,,78
8.97,1,1,36,,188
8.97,2,1,50,,"418,147"
8.97,1,1,35,,280
8.97,2,2,70,,"417,365"
8.97,1,1,28,,"88,027"
8.97,1,1,35,,163
8.97,1,1,36,,310
8.97,3,2,60,,"383,912"
8.97,2,1,40,,"1,326"
8.97,3,1,45.7,,"895,823"
8.97,2,2,57,,"89,598"
8.97,1,1,35,,"90,918"
8.97,2,1,65,,"225,520"
8.97,2,1,40,,"1,643"
8.97,1,1,32,,313
8.97,1,1,36,,313
8.97,1,1,33,,76
8.97,2,1,60,,"88,465"
8.97,1,1,36,,313
8.97,3,1,65,,"84,552"
8.97,2,1,41,,679
8.97,1,1,30,,218
8.97,1,1,55,,"422,557"
8.97,1,1,35,,418
8.97,1,1,31,,179
8.97,1,1,33,,256
8.97,1,1,34,,287
8.97,1,1,36,,"1,890"
8.97,3,1,52,,"86,246"
8.97,2,2,60,,"71,636"
8.97,1,1,32,,350
8.97,3,2,70,,"96,079"
8.97,1,1,33,,229
8.97,1,1,44,,275
8.97,3,1,50.1,,"71,425"
8.97,3,1,47,,"64,065"
8.97,1,1,34.9,,"597,230"
8.97,1,1,34.9,,"597,232"
8.97,1,1,30,,179
8.97,1,1,40,,"90,167"
8.97,2,1,39,,382
8.97,1,1,35,,179
8.97,3,1,47,,"421,522"
8.97,2,1,42,,"2,181"
8.97,3,1,50,,"418,292"
8.97,1,1,40.5,,"422,337"
8.97,1,1,33,,350
8.97,2,1,38,,85
8.97,1,1,40,,104
8.97,1,1,29,,393
8.98,1,1,35,,"91,056"
8.98,2,1,40,,"1,934"
8.99,1,1,28,,414
9,1,1,60,,"1,501"
9,4,1,89,,"2,842"
9,3,1,54,,697
9,1,1,32,,200
9,1,1,45,,504
9.01,2,2,70,,"597,582"
9.01,1,1,40,,"91,799"
9.01,3,2,50,,"380,937"
9.01,2,2,53,,"82,522"
9.01,1,1,36,,"421,940"
9.01,1,1,39,,143
9.01,2,1,55,,605
9.01,1,1,22,,"1,347"
9.02,1,1,50,,"89,774"
